Технические регламенты;Группа продукции;RAZDEL;GRUPPA;TOV_POZ;pmi_Технические регламенты/Группа продукции;pmi_Технические регламенты/RAZDEL;pmi_Технические регламенты/GRUPPA;pmi_Технические регламенты/TOV_POZ;pmi_Группа продукции/RAZDEL;pmi_Группа продукции/GRUPPA;pmi_Группа продукции/TOV_POZ;pmi_RAZDEL/GRUPPA;pmi_RAZDEL/TOV_POZ;pmi_GRUPPA/TOV_POZ
ТР ТС 017/2011 О безопасности продукции легкой промышленности;Белье нательное;11;61;9;2.028612160029454;1.3436591633585449;1.4248677096887243;1.371880787397166;1.295202187035675;1.5940046225733007;1.8881708025079604;1.5166412530326818;1.175994416322;1.5474481108253657
ТР ТС 017/2011 О безопасности продукции легкой промышленности;Изделия купальные;11;62;11;2.028612160029454;1.3436591633585449;0.9576723107278587;-1.12853298939358;1.3780292996986356;1.1935916088361402;1.3743524322978253;1.5082906447465319;0.4408323462502589;1.4473979351222646
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Пижамы, кальсоны, панталоны, фуфайки, комбинации, купальные изделия, трусы, майки и аналогичные изделия, заявленные изготовителем как предназначенные для детей старше 3 лет и подростков;11;61;12;1.7515981292020402;0.8845495389061413;0.9395679238746881;0.13445190703210916;1.2728660788791326;1.6734269023167263;1.2085297730625402;1.5166412530326818;1.3997917444672008;1.093441053083889
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Купальные изделия, изделия бельевые (белье нательное, пижамы и корсетные изделия) и аналогичные изделия, заявленные изготовителем как предназначенные для детей старше 3 лет и подростков;11;62;11;1.7515981292020402;0.8845495389061413;0.8997668560024756;-0.3114801939245588;1.324243611124713;1.938934710989635;1.0348140073099394;1.5082906447465319;0.4408323462502589;1.4473979351222646
ТР ТС 032/2013 О безопасности оборудования, работающего под избыточным давлением;Сосуды, предназначенные для газов, сжиженных газов, растворенных под давлением, и паров, используемые для рабочих сред группы 2 и имеющие максимально допустимое рабочее давление свыше 0,05 МПа, вместимость более 0,001 м^3 и произведение значения максимально допустимого рабочего давления на значение вместимости, составляющее свыше 0,005 МПа • м^3 (категория 4я);16;84;19;3.4110074698953614;0.10838110321850411;0.9819633076613031;2.033523738457626;0.10036302145029785;0.9615302582557557;3.279160288195269;0.9056275001309492;0.394064141178419;0.8851427480724615
ТР ТС 032/2013 О безопасности оборудования, работающего под избыточным давлением;Арматура, имеющая номинальный диаметр более 32 мм (для оборудования, используемого для газов с рабочей средой группы 2);16;84;81;3.399102567389043;0.10838110321850411;0.9819633076613031;2.8668262524284875;0.8755952130320741;1.753856883196832;4.370112587519037;0.9056275001309492;0.9056275001309492;1.7838891702957071
ТР ТС 032/2013 О безопасности оборудования, работающего под избыточным давлением;Арматура, имеющая номинальный диаметр более 25 мм (для оборудования с рабочей средой группы 1);16;84;81;3.4110074698953614;0.10838110321850411;0.9819633076613031;2.8668262524284875;0.8380073124559699;1.7162689826207278;4.332524686942933;0.9056275001309492;0.9056275001309492;1.7838891702957071
ТР ТС 004/2011 О безопасности низковольтного оборудования;Кабели, провода и шнуры;16;85;44;1.688422252659167;0.7666001940026282;1.016240944703708;1.4797755393177385;0.789217148286538;1.3261646990016416;4.2601678347908285;0.9055687370928833;0.9056275001309492;1.4425750508460529
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Колготки, носки, получулки, чулки 1-го слоя и аналогичные изделия, заявленные изготовителем как предназначенные для детей старше 3 лет и подростков;11;61;15;1.7515981292020402;0.8845495389061413;0.9395679238746881;0.6339458884650673;1.428975362449163;1.8633675103774658;3.3289931626821105;1.5166412530326818;1.0988633599266848;1.5319525760745714
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Фартуки, платья, сарафаны, сорочки верхние, блузки, шорты, изделия без подкладки (костюмы, пиджаки, жакеты, жилеты, брюки, юбки) и аналогичные изделия, заявленные изготовителем как предназначенные для детей и подростков;11;62;11;1.7515981292020402;0.8845495389061413;0.8997668560024756;-0.3114801939245588;1.046624950790243;2.2214230269401694;-0.36521430511678077;1.5082906447465319;0.4408323462502589;1.4473979351222646
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Перчатки, варежки, платки, шарфы и аналогичные изделия, заявленные изготовителем как предназначенные для детей и подростков;11;61;16;1.7515981292020402;0.8845495389061413;0.9395679238746881;-1.548825900809195;1.2461522221572874;1.6501237733848784;1.9767646954974911;1.5166412530326818;-1.4520533567901077;-1.0176612088618047
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Галантерейные изделия детские из металла;-1;82;13;1.7515981292020402;0.8861658145613761;1.646237613544214;-1.4922954586414485;0.20412850080364783;5.2256928654320935;2.4078836728995054;1.0091806692357856;-0.47985800631509895;3.426509941629702
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Пылесосы (сухой и влажной чистки);16;85;8;1.0706871581880808;0.7189376181930525;0.8662843384684217;-0.7946062832336228;0.8973800307009322;1.4280970316653996;3.0094809123164046;0.9055687370928833;-0.9258318389437903;-0.40205475141843194
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Миксеры, кофемолки, кухонные машины (комбайны), процессоры пищевые, соковыжималки, маслобойки, мясорубки, блендеры, терки, взбивалки, картофелечистки, мороженицы, ножи, ножеточки, шинковки, ломтерезки, зернодробилки;16;85;9;1.0700029296290565;0.7189376181930525;0.8662843384684217;-0.3228310872251321;0.8941769933429539;1.3939746219964195;2.690752861810088;0.9055687370928833;-0.5259567523331445;-0.0234623700314308
ТР ТС 010/2011 О безопасности машин и оборудования;пилы бензиномоторные;16;84;67;2.693147695122736;0.8099240950315538;1.6813640333153872;2.165451135401283;0.9056275001309492;1.7838891702957071;3.230580849977518;0.9056275001309492;0.9056275001309492;1.7838891702957071
ТР ТС 010/2011 О безопасности машин и оборудования;Средства малой механизации садово-огородного и лесохозяйственного применения механизированные, в том числе электрические;16;84;67;2.442189455625649;0.8099240950315538;1.6813640333153872;2.165451135401283;0.835921870238912;1.6898250965716295;2.6149794968925217;0.9056275001309492;0.9056275001309492;1.7838891702957071
ТР ТС 010/2011 О безопасности машин и оборудования;Газонокосилки, триммеры (для стрижки газонов и живой изгороди);16;84;67;2.0096624254745277;0.8099240950315538;1.6813640333153872;2.165451135401283;0.9056275001309492;1.7838891702957071;2.736337579967838;0.9056275001309492;0.9056275001309492;1.7838891702957071
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Газонокосилки, триммеры (для стрижки газонов и живой изгороди);16;84;67;0.7348243542490638;0.7189376181930525;0.4660828503438706;0.6639668823104071;0.9056275001309492;1.7838891702957071;2.736337579967838;0.9056275001309492;0.9056275001309492;1.7838891702957071
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Средства малой механизации садово-огородного и лесохозяйственного применения механизированные, в том числе электрические;16;84;67;0.44822871743697945;0.7189376181930525;0.4660828503438706;0.6639668823104071;0.835921870238912;1.6898250965716295;2.6149794968925217;0.9056275001309492;0.9056275001309492;1.7838891702957071
ТР ТС 004/2011 О безопасности низковольтного оборудования;Газонокосилки, триммеры (для стрижки газонов и живой изгороди);16;84;67;0.3149344591304848;0.7666001940026282;0.2574408400171926;0.12386381668215303;0.9056275001309492;1.7838891702957071;2.736337579967838;0.9056275001309492;0.9056275001309492;1.7838891702957071
ТР ТС 004/2011 О безопасности низковольтного оборудования;Средства малой механизации садово-огородного и лесохозяйственного применения механизированные, в том числе электрические;16;84;67;-0.2248570740622111;0.7666001940026282;0.2574408400171926;0.12386381668215303;0.835921870238912;1.6898250965716295;2.6149794968925217;0.9056275001309492;0.9056275001309492;1.7838891702957071
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Принтеры;16;84;43;1.0383468086000438;0.7189376181930525;0.4660828503438706;1.054229731951962;0.8047668897959754;1.6830285599607333;4.725158631145359;0.9056275001309492;0.9056275001309492;1.3898027407552018
ТР ЕАЭС 043/2017 О требованиях к средствам обеспечения пожарной безопасности и пожаротушения;Модули установок пожаротушения тонкораспыленной водой автоматических;16;84;24;3.694631038420755;-0.08305372816346228;0.34365172669286426;3.0184464850803887;0.9056275001309492;1.7838891702957071;4.718457213017936;0.9056275001309492;0.28012443326672826;1.158386103431486
ТР ТС 012/2011 О безопасности оборудования для работы во взрывоопасных средах;Электрическое (электрооборудование) и неэлектрическое оборудование для работы во взрывоопасных средах, применяемое на опасных производственных объектах, за исключением изделий медицинского назначения, оборудования, при эксплуатации которого опасность взрыва возникает только из-за наличия взрывоопасных веществ и нестойких химических соединений, оборудования, предназначенного для бытового и непроизводственного применения в условиях, когда взрывоопасная среда образуется вследствие непредвиденной утечки горючего газа, средств индивидуальной защиты, морских судов и морских платформ, кроме электрооборудования, находящегося на их борту во взрывоопасных зонах, транспортных средств общего пользования, предназначенных для перевозки пассажиров и грузов воздушным, наземным, железнодорожным или водным транспортом, ядерного оружия, исследовательских установок организаций ядерно- оборонного комплекса и связанных с ними процессами проектирования (разработки), производства, монтажа, наладки, эксплуатации, хранения, перевозки и утилизации;16;84;24;4.0975904007733375;0.4899582218485431;0.7934253854048349;-0.27706444326827157;0.48551327180655307;0.7767692220522633;-0.26600520677429645;0.9056275001309492;0.28012443326672826;1.158386103431486
ТР ТС 012/2011 О безопасности оборудования для работы во взрывоопасных средах;Электрическое (электрооборудование) и неэлектрическое оборудование для работы во взрывоопасных средах, применяемое на опасных производственных объектах, за исключением изделий медицинского назначения, оборудования, при эксплуатации которого опасность взрыва возникает только из-за наличия взрывоопасных веществ и нестойких химических соединений, оборудования, предназначенного для бытового и непроизводственного применения в условиях, когда взрывоопасная среда образуется вследствие непредвиденной утечки горючего газа, средств индивидуальной защиты, морских судов и морских платформ, кроме электрооборудования, находящегося на их борту во взрывоопасных зонах, транспортных средств общего пользования, предназначенных для перевозки пассажиров и грузов воздушным, наземным, железнодорожным или водным транспортом, ядерного оружия, исследовательских установок организаций ядерно- оборонного комплекса и связанных с ними процессами проектирования (разработки), производства, монтажа, наладки, эксплуатации, хранения, перевозки и утилизации;16;85;31;4.0975904007733375;0.4899582218485431;0.20242258994261442;2.3101572239675465;0.48551327180655307;0.21348182643658956;2.3212164604615215;0.9055687370928833;0.6824839488167395;0.7417058241921972
ТР ЕАЭС 043/2017 О требованиях к средствам обеспечения пожарной безопасности и пожаротушения;Извещатели пожарные, извещатели пожарные ручные;16;85;31;3.694631038420755;-0.08305372816346228;-0.5584581218320614;3.082709297783395;0.4323397956840237;0.9692873463991273;4.457485421233157;0.9055687370928833;0.6824839488167395;0.7417058241921972
ТР ЕАЭС 043/2017 О требованиях к средствам обеспечения пожарной безопасности и пожаротушения;Приборы приемно-контрольные и управления пожарные и прочие устройства, предназначенные для расширени;16;85;31;3.694631038420755;-0.08305372816346228;-0.5584581218320614;3.082709297783395;0.43562387088521365;0.9725714216003172;4.167008377906184;0.9055687370928833;0.6824839488167395;0.7417058241921972
ТР ЕАЭС 043/2017 О требованиях к средствам обеспечения пожарной безопасности и пожаротушения;Устройства дистанционного пуска;16;85;31;3.694631038420755;-0.08305372816346228;-0.5584581218320614;3.082709297783395;0.1171701397666791;0.6541176904817826;4.1423157653158125;0.9055687370928833;0.6824839488167395;0.7417058241921972
ТР ЕАЭС 043/2017 О требованиях к средствам обеспечения пожарной безопасности и пожаротушения;Оповещатели пожарные;16;85;31;3.694631038420755;-0.08305372816346228;-0.5584581218320614;3.082709297783395;0.3633032093055875;0.900250760020691;4.347626840334466;0.9055687370928833;0.6824839488167395;0.7417058241921972
ТР ЕАЭС 043/2017 О требованиях к средствам обеспечения пожарной безопасности и пожаротушения;Источники бесперебойного электропитания технических средств систем пожарной автоматики;16;85;4;3.694631038420755;-0.08305372816346228;-0.5584581218320614;-2.3268776300356038;0.8315195279772274;1.368467078692331;2.380935095543265;0.9055687370928833;0.2525839581247091;0.7751337640422227
ТР ЕАЭС 043/2017 О требованиях к средствам обеспечения пожарной безопасности и пожаротушения;Системы передачи извещений о пожаре;16;85;31;3.694631038420755;-0.08305372816346228;-0.5584581218320614;3.082709297783395;0.6644654433140611;1.2014129940291647;4.59430088905887;0.9055687370928833;0.6824839488167395;0.7417058241921972
ТР ТС 012/2011 О безопасности оборудования для работы во взрывоопасных средах;Электрическое (электрооборудование) и неэлектрическое оборудование для работы во взрывоопасных средах, применяемое на опасных производственных объектах, за исключением изделий медицинского назначения, оборудования, при эксплуатации которого опасность взрыва возникает только из-за наличия взрывоопасных веществ и нестойких химических соединений, оборудования, предназначенного для бытового и непроизводственного применения в условиях, когда взрывоопасная среда образуется вследствие непредвиденной утечки горючего газа, средств индивидуальной защиты, морских судов и морских платформ, кроме электрооборудования, находящегося на их борту во взрывоопасных зонах, транспортных средств общего пользования, предназначенных для перевозки пассажиров и грузов воздушным, наземным, железнодорожным или водным транспортом, ядерного оружия, исследовательских установок организаций ядерно- оборонного комплекса и связанных с ними процессами проектирования (разработки), производства, монтажа, наладки, эксплуатации, хранения, перевозки и утилизации;16;85;4;4.0975904007733375;0.4899582218485431;0.20242258994261442;-2.2220248574706862;0.48551327180655307;0.21348182643658956;-2.2109656209767112;0.9055687370928833;0.2525839581247091;0.7751337640422227
ТР ТС 012/2011 О безопасности оборудования для работы во взрывоопасных средах;Электрическое (электрооборудование) и неэлектрическое оборудование для работы во взрывоопасных средах, применяемое на опасных производственных объектах, за исключением изделий медицинского назначения, оборудования, при эксплуатации которого опасность взрыва возникает только из-за наличия взрывоопасных веществ и нестойких химических соединений, оборудования, предназначенного для бытового и непроизводственного применения в условиях, когда взрывоопасная среда образуется вследствие непредвиденной утечки горючего газа, средств индивидуальной защиты, морских судов и морских платформ, кроме электрооборудования, находящегося на их борту во взрывоопасных зонах, транспортных средств общего пользования, предназначенных для перевозки пассажиров и грузов воздушным, наземным, железнодорожным или водным транспортом, ядерного оружия, исследовательских установок организаций ядерно- оборонного комплекса и связанных с ними процессами проектирования (разработки), производства, монтажа, наладки, эксплуатации, хранения, перевозки и утилизации;16;85;17;4.0975904007733375;0.4899582218485431;0.20242258994261442;1.0985083856243991;0.48551327180655307;0.21348182643658956;1.1095676221183743;0.9055687370928833;0.4021320473313929;0.9134736471413252
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Комплектные устройства на напряжение до 1000 в;16;85;37;0.8051367726047373;0.7189376181930525;0.8662843384684217;0.8366723347753148;0.7777941286210645;1.3004993226206247;3.462250556830984;0.9055687370928833;0.9056275001309492;1.4378592967571104
ТР ТС 004/2011 О безопасности низковольтного оборудования;Комплектные устройства на напряжение до 1000 в;16;85;37;1.170316768236764;0.7666001940026282;1.016240944703708;1.0705093859134962;0.7777941286210645;1.3004993226206247;3.462250556830984;0.9055687370928833;0.9056275001309492;1.4378592967571104
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Свитеры, джемперы, жакеты, юбки, брюки, костюмы, рейтузы, полукомбинезоны, комбинезоны, шорты, платья, комплекты, блузки, сорочки верхние, жилеты и аналогичные изделия, заявленные изготовителем как предназначенные для детей и подростков;11;61;11;1.7515981292020402;0.8845495389061413;0.9395679238746881;-0.3114801939245588;0.980050163158613;1.3233804265556641;0.08034244237166725;1.5166412530326818;0.4408323462502589;-0.5230256028614777
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Свитеры, джемперы, жакеты, юбки, брюки, костюмы, рейтузы, полукомбинезоны, комбинезоны, шорты, платья, комплекты, блузки, сорочки верхние, жилеты и аналогичные изделия, заявленные изготовителем как предназначенные для детей и подростков;11;61;10;1.7515981292020402;0.8845495389061413;0.9395679238746881;1.1221483089281623;0.980050163158613;1.3233804265556641;2.3116942629957102;1.5166412530326818;0.9393111293164581;1.325977792441272
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Свитеры, джемперы, жакеты, юбки, брюки, костюмы, рейтузы, полукомбинезоны, комбинезоны, шорты, платья, комплекты, блузки, сорочки верхние, жилеты и аналогичные изделия, заявленные изготовителем как предназначенные для детей и подростков;11;61;6;1.7515981292020402;0.8845495389061413;0.9395679238746881;0.437874460916985;0.980050163158613;1.3233804265556641;0.49576064985127233;1.5166412530326818;0.18064019410338347;-0.6842506420985747
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Свитеры, джемперы, жакеты, юбки, брюки, костюмы, рейтузы, полукомбинезоны, комбинезоны, шорты, платья, комплекты, блузки, сорочки верхние, жилеты и аналогичные изделия, заявленные изготовителем как предназначенные для детей и подростков;11;61;4;1.7515981292020402;0.8845495389061413;0.9395679238746881;0.3802330123765041;0.980050163158613;1.3233804265556641;0.6770163053565149;1.5166412530326818;-0.0033818947151620943;-0.36323304421817343
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Фартуки, платья, сарафаны, сорочки верхние, блузки, шорты, изделия без подкладки (костюмы, пиджаки, жакеты, жилеты, брюки, юбки) и аналогичные изделия, заявленные изготовителем как предназначенные для детей и подростков;11;62;4;1.7515981292020402;0.8845495389061413;0.8997668560024756;0.3802330123765041;1.046624950790243;2.2214230269401694;1.1184799074421088;1.5082906447465319;-0.0033818947151620943;0.6706163535983235
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Фартуки, платья, сарафаны, сорочки верхние, блузки, шорты, изделия без подкладки (костюмы, пиджаки, жакеты, жилеты, брюки, юбки) и аналогичные изделия, заявленные изготовителем как предназначенные для детей и подростков;-1;-1;-1;1.7515981292020402;0.8861658145613761;0.9328791508957066;0.9328791508957066;1.1389214635468037;1.2564001976815051;1.2564001976815051;2.122181695355995;2.122181695355995;2.239660429490696
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Свитеры, джемперы, жакеты, юбки, брюки, костюмы, рейтузы, полукомбинезоны, комбинезоны, шорты, платья, комплекты, блузки, сорочки верхние, жилеты и аналогичные изделия, заявленные изготовителем как предназначенные для детей и подростков;-1;-1;-1;1.7515981292020402;0.8861658145613761;0.9328791508957066;0.9328791508957066;1.2429448054773897;1.3590902060812267;1.3590902060812267;2.122181695355995;2.122181695355995;2.239660429490696
ТР ТС 017/2011 О безопасности продукции легкой промышленности;Белье постельное;-1;-1;-1;2.028612160029454;0.26463701963804065;0.3780479515534164;0.3780479515534164;-0.32411011830422587;-0.20663138416952465;-0.20663138416952465;2.122181695355995;2.122181695355995;2.239660429490696
ТР ТС 018/2011 О безопасности колесных транспортных средств;Демпфирующие элементы подвески (амортизаторы, амортизаторные стойки и патроны амортизаторных стоек) и рулевого привода;17;87;8;2.656073236175572;2.465426969495586;2.4651269051822537;0.436749984469677;3.4795647129814653;3.478011515672066;2.9311139089096505;3.524998920885851;1.394478527718759;1.3929253304093594
ТР ЕАЭС 043/2017 О требованиях к средствам обеспечения пожарной безопасности и пожаротушения;Оросители водяные и пенные спринклерные и дренчерные;16;84;24;3.694631038420755;-0.08305372816346228;0.34365172669286426;3.0184464850803887;0.9056275001309492;1.7838891702957071;4.718457213017936;0.9056275001309492;0.28012443326672826;1.158386103431486
ТР ЕАЭС 043/2017 О требованиях к средствам обеспечения пожарной безопасности и пожаротушения;Модули установок газового пожаротушения автоматических;16;84;24;3.694631038420755;-0.08305372816346228;0.34365172669286426;3.0184464850803887;0.7964282081659572;1.6746898783307151;4.609257921052944;0.9056275001309492;0.28012443326672826;1.158386103431486
ТР ТС 008/2011 О безопасности игрушек;Игрушки в наборах или комплектах прочие;20;95;3;2.568437864090144;2.1703636655511276;2.4239844709682505;2.1096375888947367;2.177519584306475;2.437100226647381;2.173797175580764;2.1974051165935826;1.9115332279697812;2.0922061172557123
ТР ТС 008/2011 О безопасности игрушек;Игрушки прочие;20;95;3;2.4943903161515135;2.1703636655511276;2.4239844709682505;2.1096375888947367;2.161791706828595;2.4149266546614716;2.132711439970551;2.1974051165935826;1.9115332279697812;2.0922061172557123
ТР ТС 032/2013 О безопасности оборудования, работающего под избыточным давлением;Сосуды, предназначенные для газов, сжиженных газов, растворенных под давлением, и паров, используемые для рабочих сред группы 2 и имеющие максимально допустимое рабочее давление свыше 0,05 МПа, вместимость более 0,001 м^3 и произведение значения максимально допустимого рабочего давления на значение вместимости, составляющее свыше 0,005 МПа • м^3 (категория 3я);16;84;19;3.4110074698953614;0.10838110321850411;0.9819633076613031;2.033523738457626;0.24975171436823554;1.103320771942622;3.3756205543828313;0.9056275001309492;0.394064141178419;0.8851427480724615
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Сапоги, сапожки, полусапожки, ботинки, полуботинки, туфли, сандалеты и другие виды обуви из юфти, хромовых кож, текстильных синтетических и искусственных материалов, резиновые, резинотекстильные и комбинированные, заявленные изготовителем как предназначенные для детей и подростков;12;64;4;1.7477544345274774;1.6030516671948594;1.6150704796542832;0.3802330123765041;3.47548088808076;3.6923218975241676;0.9777769283713693;3.636045958085682;0.8118489365816837;1.0286899460250911
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Сапоги, сапожки, полусапожки, ботинки, полуботинки, туфли, сандалеты и другие виды обуви из юфти, хромовых кож, текстильных синтетических и искусственных материалов, резиновые, резинотекстильные и комбинированные, заявленные изготовителем как предназначенные для детей и подростков;-1;-1;-1;1.7477544345274774;0.8861658145613761;0.9328791508957066;0.9328791508957066;0.20525908317393382;0.3227378173086351;0.3227378173086351;2.122181695355995;2.122181695355995;2.239660429490696
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Сапоги, сапожки, полусапожки, ботинки, полуботинки, туфли, сандалеты и другие виды обуви из юфти, хромовых кож, текстильных синтетических и искусственных материалов, резиновые, резинотекстильные и комбинированные, заявленные изготовителем как предназначенные для детей и подростков;12;64;2;1.7477544345274774;1.6030516671948594;1.6150704796542832;0.8790637169017126;3.47548088808076;3.6923218975241676;2.5254072748648757;3.636045958085682;2.3678226925406296;2.584663701984037
ТР ТС 008/2011 О безопасности игрушек;Наборы конструкторские и игрушки для конструирования прочие;20;95;3;2.55753138766714;2.1703636655511276;2.4239844709682505;2.1096375888947367;2.1974051165935826;2.4569857589344886;2.208592462234159;2.1974051165935826;1.9115332279697812;2.0922061172557123
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Коммутационные устройства управления и защиты;16;85;17;0.5203680306913137;0.7189376181930525;0.8662843384684217;0.585060884725248;0.8484690862910007;1.385416637006104;1.2226568151478587;0.9055687370928833;0.4021320473313929;0.9134736471413252
ТР ТС 004/2011 О безопасности низковольтного оборудования;Коммутационные устройства управления и защиты;16;85;17;1.3269237957507294;0.7666001940026282;1.016240944703708;0.14942263263852984;0.8484690862910007;1.385416637006104;1.2226568151478587;0.9055687370928833;0.4021320473313929;0.9134736471413252
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Низковольтное оборудование, не включенное в Перечень продукции, подлежащей сертификации к ТР ТС 004/2011;18;90;28;0.8884766015052402;0.6878553909245162;0.619196384185728;0.8688290578558926;1.8395625853195385;1.9026516767263226;0.6141315241801617;3.9021284755001315;0.7666394278768629;0.8201590682674963
